Price,Square Meters,Rooms,Bathrooms,Zona
2.700,1,1,1,Centro
2.585,1,3,2,Chamartín
2.550,80,2,1,Arganzuela
2.500,100,3,2,Arganzuela
2.240,85,2,1,Centro
2.039,63,2,1,Centro
2.025,68,2,1,Centro
2.025,1,2,1,Centro
2.025,63,2,1,Centro
2.025,48,1,1,Salamanca
2.025,91,2,1,Centro
2.025,67,2,1,Centro
2.025,1,3,2,Centro
2.000,72,2,1,Aravaca
2.000,1,1,1,Chamartín
2.000,40,2,1,Salamanca
1.950,40,2,1,Centro
1.871,1,1,1,Chamberí
1.850,55,1,1,Centro
1.800,85,3,1,Aravaca
1.779,,1,45,Salamanca
1.758,1,1,1,Centro
1.700,57,1,1,Chamartín
1.600,42,1,1,Tetuán
1.600,42,1,1,Tetuán
1.562,30,1,1,Salamanca
1.500,37,1,1,Chamberí
1.500,,1,33,Centro
1.478,54,1,1,Arganzuela
1.395,40,1,1,Centro
1.350,45,1,1,Arganzuela
1.350,1,1,1,Arganzuela
1.319,23,1,1,Chamberí
1.300,60,1,1,Arganzuela
1.300,45,1,1,Arganzuela
1.250,50,1,1,Centro
1.200,50,1,1,Arganzuela
1.200,45,1,1,Centro
1.100,1,2,1,Usera
1.100,1,1,1,Centro
1.000,31,1,1,Centro
999,1,1,1,Chamberí
1.200,50,1,1,Chamartín
1.175,80,3,1,Carabanchel
2.600,71,2,2,Chamberí
8.000,,3,202,Centro
1.450,70,3,1,Moncloa - Aravaca
1.900,125,4,2,Fuencarral - El Pardo
2.300,130,3,2,Hortaleza
1.270,94,2,2,Vicálvaro
1.100,35,1,1,Tetuán
1.290,70,2,2,Vicálvaro
1.950,133,3,2,Barrio de Salamanca
1.150,60,2,1,Chamberí
1.250,80,2,1,Tetuán
3.600,,2,110,Salamanca
1.550,86,1,1,Barrio de Salamanca
900,34,1,1,Arganzuela
1.400,92,3,2,Hortaleza
950,38,1,2,Tetuán
1.500,,84,,Retiro
700,30,1,1,Tetuán
2.500,88,2,1,Salamanca
2.950,140,5,3,Chamberí
1.990,113,2,2,Hortaleza
750,30,1,1,Latina
2.750,140,2,2,Centro
1.200,54,1,1,Tetuán
2.300,75,1,1,Centro
1.600,115,3,2,Tetuán
3.400,212,4,2,Retiro
1.100,45,2,1,Arganzuela
1.799,122,4,2,Usera
2.795,32,1,1,Centro
4.500,160,3,3,Aravaca
1.100,68,2,2,Moncloa - Aravaca
900,45,1,1,Tetuán
900,50,1,1,Retiro
1.200,50,1,1,Centro
2.200,100,2,1,Chamberí
1.300,38,1,1,Centro
1.600,50,2,1,Centro
6.900,294,3,4,Salamanca
4.300,135,2,2,Salamanca
2.650,,2,105,Salamanca
2.500,150,3,2,Salamanca
1.600,50,1,1,Centro
890,50,2,1,San Blas
6.993,1,3,3,Centro
5.622,1,2,1,Retiro
4.785,40,2,1,Retiro
4.500,150,6,3,Tetuán
4.500,1,2,2,Centro
4.356,40,1,1,Chamberí
3.800,1,1,1,Centro
3.800,55,1,1,Centro
3.400,1,1,1,Centro
3.250,70,2,1,Centro
3.169,1,1,1,Centro
2.997,1,1,1,Arganzuela
2.997,1,1,1,Salamanca
2.997,1,1,1,Centro
2.800,80,2,2,Arganzuela
2.700,1,2,1,Centro
2.687,1,2,1,Salamanca
2.495,1,3,2,Chamberí
2.400,1,3,1,Centro
2.400,1,1,1,Centro
2.400,75,3,2,Centro
2.200,60,1,2,Salamanca
2.200,1,2,1,Arganzuela
2.025,36,1,1,Latina
2.025,1,1,1,Lineal
2.025,,1,1,Latina
2.025,,1,50,Lineal
2.025,37,1,1,Latina
2.025,60,1,2,Lineal
2.025,64,2,1,Centro
2.025,1,1,1,Lineal
2.025,,1,1,Lineal
2.025,64,2,1,Centro
2.025,92,2,1,Centro
2.025,36,1,1,Latina
2.025,57,1,1,Salamanca
2.025,61,1,1,Salamanca
2.025,1,2,2,Centro
2.025,1,3,2,Centro
2.025,1,1,1,Centro
2.025,63,1,1,Centro
1.950,40,2,2,Salamanca
1.900,65,2,1,Centro
1.850,,1,32,Centro
1.800,1,2,1,Centro
1.700,75,2,2,Salamanca
1.700,40,1,1,Centro
1.700,1,1,1,Chamberí
1.650,55,3,1,Vallecas
1.650,,1,1,Centro
1.650,,1,45,Hortaleza
1.650,1,1,1,Centro
1.600,1,2,1,Centro
1.599,50,1,1,Salamanca
1.575,1,1,1,Centro
1.575,1,1,1,Centro
1.550,32,1,1,Centro
1.500,1,2,1,Centro
1.490,,1,25,Chamberí
1.400,1,1,1,Chamberí
1.400,51,1,1,Centro
1.350,45,1,1,Centro
1.350,50,2,1,Arganzuela
1.320,50,1,1,Aravaca
1.300,70,2,1,Carabanchel
1.300,,1,45,Centro
1.298,1,1,1,Centro
1.299,,1,25,Chamberí
1.250,,1,18,Centro
1.250,,1,23,Retiro
1.250,,1,19,Retiro
1.250,,1,19,Retiro
1.250,,1,18,Retiro
1.250,1,1,1,Arganzuela
1.200,1,2,1,Pardo
1.200,1,2,1,Blas
1.200,1,1,1,Salamanca
1.200,45,1,1,Centro
1.199,,1,25,Chamberí
1.199,,1,1,Centro
1.150,40,1,1,Centro
1.150,45,1,1,Chamberí
1.145,1,2,1,Arganzuela
1.100,1,1,1,Chamberí
1.099,,1,25,Chamberí
1.066,33,1,1,Vallecas
1.066,33,1,1,Vallecas
1.066,33,1,1,Vallecas
1.066,33,1,1,Vallecas
1.066,33,1,1,Vallecas
1.050,50,1,1,Tetuán
1.050,,1,35,Salamanca
1.020,35,1,1,Centro
1.000,55,2,1,Aravaca
999,,1,25,Chamberí
990,,1,25,Centro
950,40,1,1,Chamberí
950,40,1,1,Latina
859,,1,29,Vallecas
825,35,1,1,Centro
1.080,50,2,1,Vallecas
1.450,55,1,1,Centro
1.400,,1,35,Centro
1.480,80,2,1,Chamartín
2.200,,1,38,Centro
3.900,100,3,2,Tetuán
1.499,115,2,1,Villaverde
1.200,50,1,1,Tetuán
1.130,,1,47,Chamberí
2.350,70,1,1,Aravaca
1.900,70,1,1,Centro
1.400,40,2,1,Salamanca
1.050,30,1,1,Centro
1.700,60,1,1,Centro
1.580,80,1,1,Centro
2.550,100,2,2,Centro
650,,1,16,Centro
1.850,95,2,2,Arganzuela
2.000,68,2,1,Arganzuela
2.790,110,2,2,Centro
1.900,70,2,1,Chamartín
1.200,,1,25,Centro
1.200,88,3,1,Latina
1.300,1,2,1,Salamanca
1.650,60,2,1,Centro
3.000,80,2,2,Centro
2.850,4,1,1,Centro
2.850,40,1,1,Centro
4.550,80,2,2,Centro
4.550,80,2,2,Centro
1.400,1,2,1,Vallecas
4.550,80,2,2,Centro
3.000,55,1,1,Centro
2.050,1,2,1,Chamartín
4.550,80,2,2,Centro
1.650,45,1,1,Centro
2.750,87,2,1,Centro
4.000,100,2,2,Centro
3.000,50,1,1,Centro
4.550,80,2,2,Centro
3.000,50,1,1,Centro
4.550,80,2,2,Centro
1.600,1,1,1,Pardo
1.500,,1,35,Centro
2.251,40,2,2,Chamberí
1.250,60,2,1,Arganzuela
1.950,,1,1,Chamberí
1.200,,1,25,Centro
1.150,50,1,1,Salamanca
1.570,1,2,1,Centro
1.700,40,1,1,Chamartín
1.853,50,1,1,Retiro
1.806,50,1,1,Retiro
2.328,75,2,2,Retiro
1.800,39,1,1,Salamanca
2.990,80,2,2,Salamanca
2.600,50,1,1,Centro
1.600,,1,60,Centro
1.090,1,2,1,Centro
2.700,80,2,2,Salamanca
1.450,40,1,1,Centro
1.500,120,2,2,Lineal
900,42,1,1,Arganzuela
1.850,1,3,2,Centro
925,,1,25,Salamanca
1.500,50,2,1,Centro
1.800,50,1,1,Centro
680,,1,28,Centro
890,34,1,1,Arganzuela
980,38,1,1,Centro
1.250,,1,45,Centro
2.950,1,2,2,Centro
1.020,,1,42,Centro
1.100,50,1,1,Centro
1.900,100,3,1,Retiro
1.200,37,1,1,Chamberí
1.450,70,2,1,Retiro
850,,1,27,Centro
1.400,64,2,1,Chamartín
1.250,55,1,1,Arganzuela
1.465,66,2,2,Centro
780,,1,27,Centro
3.500,120,2,3,Centro
850,,1,35,Tetuán
1.200,37,1,1,Chamberí
2.700,120,2,2,Centro
2.200,70,2,1,Salamanca
2.100,70,1,1,Centro
1.145,32,1,1,Tetuán
1.230,,1,35,Chamartín
1.150,,1,40,Chamberí
1.230,,1,1,Chamberí
835,1,1,1,Centro
1.250,,1,45,Chamberí
1.190,,1,40,Chamberí
1.300,,1,40,Chamberí
1.150,,1,38,Chamberí
1.200,,1,1,Chamberí
1.750,1,2,2,Retiro
1.300,62,2,1,Hortaleza
1.650,1,1,1,Centro
1.100,50,2,1,Latina
2.500,100,2,1,Chamartín
750,25,1,1,Centro
1.500,55,1,1,Salamanca
1.000,55,2,1,Latina
790,,1,31,Salamanca
1.450,60,1,1,Aravaca
2.500,110,2,2,Salamanca
1.125,60,1,1,Carabanchel
975,45,1,1,Centro
950,,1,27,Arganzuela
975,,1,1,Latina
975,35,2,1,Centro
1.200,1,1,1,Pardo
1.200,1,1,1,Pardo
1.800,70,2,1,Centro
1.100,,1,20,Retiro
750,,1,30,Centro
1.450,60,1,1,Centro
2.500,1,2,2,Centro
2.490,1,2,1,Centro
975,,1,1,Latina
900,,1,1,Salamanca
975,,1,1,Lineal
900,,1,28,Retiro
1.500,50,1,1,Aravaca
950,,1,1,Lineal
850,30,1,1,Centro
1.400,59,1,1,Chamberí
1.800,50,1,1,Blas
1.850,84,3,1,Salamanca
1.300,,2,1,Hortaleza
1.800,60,2,1,Centro
1.400,40,2,1,Tetuán
1.180,,1,40,Chamberí
1.400,35,1,1,Centro
2.150,75,1,1,Centro
1.850,1,3,2,Centro
2.390,1,3,2,Centro
975,,1,1,Latina
2.045,1,3,2,Centro
1.900,70,2,1,Pardo
1.300,55,1,1,Centro
1.500,50,1,1,Centro
1.300,1,1,1,Salamanca
1.450,40,1,1,Centro
830,,1,60,Chamberí
1.650,65,1,1,Chamberí
950,35,1,1,Centro
1.150,,1,30,Centro
2.000,29,1,1,Centro
1.100,50,1,1,Centro
1.400,,1,28,Salamanca
1.150,,1,40,Centro
790,,1,28,Centro
1.085,1,2,1,Latina
3.500,85,2,1,Centro
950,,1,1,Lineal
3.300,100,3,1,Centro
2.138,40,1,1,Centro
1.100,44,1,1,Tetuán
2.328,70,2,2,Retiro
2.100,,1,37,Salamanca
1.700,70,3,1,Centro
1.700,,1,36,Centro
1.000,55,1,1,Tetuán
800,,1,1,Chamberí
1.180,,1,35,Centro
1.720,1,2,1,Centro
950,,1,1,Lineal
2.000,,1,40,Centro
2.500,80,2,2,Aravaca
975,,1,1,Lineal
2.790,1,2,2,Salamanca
2.550,80,2,1,Arganzuela
575,,1,15,Centro
1.609,60,1,1,Centro
1.800,83,2,1,Centro
800,,1,1,Carabanchel
1.350,46,1,1,Salamanca
1.990,135,3,2,Blas
1.300,,1,31,Centro
600,,1,30,Chamberí
685,,1,34,Centro
995,78,3,1,Latina
1.300,97,3,2,Usera
1.500,55,2,1,Arganzuela
1.500,58,2,1,Centro
850,25,1,1,Chamberí
990,,1,21,Centro
1.700,62,1,1,Chamberí
1.190,32,1,1,Centro
1.900,,1,75,Aravaca
1.150,,1,35,Centro
900,,1,1,Centro
1.500,36,1,1,Centro
825,,1,26,Centro
1.100,35,1,1,Centro
2.400,90,3,1,Centro
1.700,40,1,1,Chamartín
900,,1,50,Centro
2.250,90,2,2,Chamberí
1.400,60,2,1,Lineal
790,,1,29,Centro
1.250,45,2,1,Blas
1.100,,1,33,Centro
2.200,,1,40,Centro
2.100,110,2,2,Centro
1.400,,1,1,Centro
975,,1,1,Lineal
1.300,40,2,1,Vallecas
975,,1,1,Lineal
2.050,1,3,2,Centro
950,,1,1,Lineal
990,,1,28,Centro
3.000,70,1,1,Aravaca
1.150,71,1,1,Aravaca
900,30,1,1,Centro
1.500,,1,30,Centro
3.000,50,1,1,Salamanca
1.875,55,1,1,Centro
999,,1,25,Centro
1.600,,1,35,Centro
1.700,82,1,1,Centro
1.490,60,2,1,Usera
1.400,42,1,1,Centro
900,,1,25,Centro
1.295,40,1,1,Salamanca
1.800,52,2,1,Centro
900,33,2,1,Centro
1.570,1,2,1,Centro
1.000,55,1,1,Tetuán
2.050,1,3,2,Centro
1.350,55,1,1,Arganzuela
1.500,55,1,1,Chamartín
1.200,,1,33,Centro
1.800,,1,30,Centro
1.800,50,2,1,Salamanca
1.400,35,2,1,Aravaca
1.200,,1,30,Centro
1.305,,2,1,Centro
1.300,80,2,1,Carabanchel
1.050,65,2,1,Carabanchel
1.200,,1,40,Salamanca
2.000,55,1,1,Centro
2.199,65,2,2,Centro
925,,1,42,Lineal
1.190,,1,33,Centro
900,61,1,1,Salamanca
1.730,1,2,2,Centro
1.410,,1,1,Centro
880,,1,38,Chamartín
1.395,40,1,1,Tetuán
1.150,,1,35,Chamberí
1.200,75,2,1,Retiro
1.190,37,1,1,Centro
1.350,50,1,1,Centro
1.160,47,1,1,Centro
620,1,1,20,Centro
800,,1,30,Ciudad Lineal
850,65,2,1,Carabanchel
800,60,2,1,San Blas
1.035,50,1,1,Hortaleza
1.600,111,3,2,Hortaleza
2.000,100,3,2,Chamberí
12.000,310,5,4,Chamartín
1.600,70,2,1,Chamberí
2.750,84,2,2,Chamberí
2.850,105,2,2,Chamberí
5.500,172,3,3,Chamberí
2.950,105,2,2,Centro
1.170,70,2,2,Vicálvaro
1.130,56,2,2,Vicálvaro
4.200,555,5,5,Carabanchel
1.695,72,2,1,Centro
1.450,55,2,1,Fuencarral - El Pardo
1.300,62,1,1,Centro
2.200,78,2,2,Chamartín
570,11,1,1,Usera
,68,1,1,Salamanca
1.600,68,2,1,Centro
,40,1,1,Centro
1.100,45,1,1,Chamberí
1.400,40,1,1,Centro
1.100,57,1,1,Centro
1.400,50,2,1,Ciudad Lineal
1.100,55,1,1,Centro
1.400,59,1,1,Chamberí
1.150,50,1,1,Salamanca
1.250,,1,28,Salamanca
1.145,32,1,1,Tetuán
750,,1,30,Centro
790,,1,31,Salamanca
1.000,55,2,1,Latina
790,,1,28,Centro
1.350,75,2,2,Centro
1.400,39,1,1,Salamanca
900,,1,28,Retiro
800,,1,23,Tetuán
975,35,2,1,Centro
2.138,40,1,1,Centro
2.050,1,3,2,Centro
2.328,70,2,2,Retiro
1.750,80,2,1,Arganzuela
1.350,30,1,1,Chamartín
1.500,55,1,1,Salamanca
1.200,60,1,1,Centro
1.850,1,3,2,Centro
1.090,,1,35,Centro
1.300,30,1,1,Chamartín
1.200,35,1,1,Centro
1.300,1,1,1,Salamanca
1.490,60,2,1,Usera
1.100,44,1,1,Tetuán
2.000,40,1,1,Chamartín
1.570,1,2,1,Centro
2.390,1,3,2,Centro
1.850,1,3,2,Centro
975,,1,1,Latina
2.045,1,3,2,Centro
3.000,70,1,1,Aravaca
1.295,40,1,1,Tetuán
2.600,50,1,1,Centro
780,,1,27,Centro
1.720,1,2,1,Centro
1.410,,1,1,Centro
950,35,1,1,Centro
1.090,37,1,1,Centro
2.199,65,2,2,Centro
1.100,50,1,1,Centro
1.400,35,2,1,Aravaca
1.730,1,2,2,Centro
1.600,,1,35,Centro
1.100,,1,33,Centro
1.200,,1,30,Centro
2.300,57,1,2,Centro
1.500,55,1,1,Chamartín
1.400,55,1,1,Arganzuela
1.190,32,1,1,Centro
2.500,2,3,120,Aravaca
1.030,74,3,1,San Blas
800,40,1,1,Puente de Vallecas
2.700,,1,1,Centro
2.500,1,1,1,Chamartín
2.400,,1,1,Centro
2.305,1,1,1,Centro
2.300,,1,1,Centro
2.200,1,1,1,Centro
2.100,,1,1,Salamanca
2.025,,1,1,Latina
2.025,,1,1,Latina
2.025,36,1,1,Latina
2.000,70,3,1,Centro
2.000,50,1,1,Centro
2.000,90,3,1,Carabanchel
1.950,85,2,1,Salamanca
1.850,100,2,1,Centro
1.800,70,3,1,Aravaca
1.800,1,2,1,Chamberí
1.800,1,1,1,Centro
1.750,1,1,2,Salamanca
1.617,52,2,1,Aravaca
1.500,45,2,1,Centro
1.500,1,2,1,Chamberí
1.500,1,2,1,Chamberí
1.500,100,2,2,Chamberí
1.484,1,1,1,Chamberí
1.449,27,1,1,Centro
1.430,75,3,1,Centro
1.400,1,2,1,Arganzuela
1.400,55,1,1,Centro
1.400,1,1,1,Chamberí
1.400,50,1,1,Centro
1.400,,1,1,Centro
1.400,,1,35,Chamberí
1.399,,1,1,Centro
1.380,,1,35,Centro
1.350,1,1,1,Centro
1.350,65,2,1,Chamberí
1.350,1,1,1,Centro
1.300,45,1,1,Centro
1.300,38,2,1,Centro
1.300,38,1,1,Centro
1.300,90,3,1,Latina
1.300,35,1,1,Chamberí
1.299,,1,20,Chamberí
1.290,1,1,1,Vallecas
1.250,1,2,1,Vallecas
1.250,70,2,1,Tetuán
1.250,60,1,1,Usera
1.200,45,2,1,Centro
1.200,,1,1,Centro
1.200,80,2,1,Centro
1.200,79,2,2,Centro
1.200,55,2,1,Pardo
1.200,50,1,1,Centro
1.199,,1,23,Centro
1.199,,1,23,Chamberí
1.199,,1,24,Chamberí
1.199,,1,20,Chamberí
1.199,,1,20,Chamberí
1.175,55,2,1,Latina
1.150,50,2,1,Villaverde
1.150,1,1,1,Centro
1.150,1,1,1,Chamberí
1.150,40,1,1,Latina
1.150,,1,45,Centro
1.150,,1,30,Centro
1.130,45,1,1,Chamberí
1.125,,1,60,Tetuán
1.100,39,1,1,Tetuán
1.100,37,2,1,Latina
1.100,38,2,1,Usera
1.099,,1,25,Chamberí
1.050,,1,30,Centro
1.005,55,1,1,Centro
1.000,1,1,1,Centro
1.000,,1,29,Centro
1.000,,1,35,Centro
1.000,,1,25,Latina
1.000,32,1,1,Chamberí
990,,1,1,Centro
990,,1,1,Centro
990,,1,1,Centro
990,,1,40,Centro
980,,1,1,Chamberí
970,30,1,1,Centro
950,,1,1,Centro
950,,1,31,Salamanca
950,,1,40,Centro
950,,1,29,Chamberí
950,26,1,1,Centro
925,,1,26,Centro
900,1,1,1,Lineal
900,,1,1,Salamanca
895,,1,1,Carabanchel
880,,1,30,Tetuán
850,40,1,1,Pardo
800,35,1,1,Usera
800,,1,25,Centro
800,,1,25,Tetuán
800,,1,25,Usera
799,,1,20,Retiro
770,,1,1,Centro
750,,1,33,Centro
750,,1,30,Usera
675,,1,30,Tetuán
675,,1,35,Chamberí
650,,1,60,Tetuán
650,,1,23,Tetuán
600,26,1,1,Usera
600,25,1,1,Usera
600,,1,30,Latina
600,,1,30,Latina
1.900,1,1,1,Chamberí
6.000,1,2,1,Hortaleza
1.800,,1,1,Lineal
3.000,55,2,1,Tetuán
1.450,60,2,1,Arganzuela
1.300,31,1,1,Chamberí
1.100,67,1,1,Hortaleza
4.150,203,5,4,Salamanca
900,40,2,1,Chamberí
1.950,3,2,90,Centro
1.750,56,2,1,Tetuán
895,35,1,1,Moncloa - Aravaca
1.050,40,1,1,Chamartín
1.400,,1,40,Centro
1.500,85,2,2,Vicálvaro
1.800,38,1,1,Centro
1.900,80,2,2,Blas
1.750,50,1,1,Barrio de Salamanca
1.200,65,1,1,Arganzuela
1.400,80,2,1,Barrio de Salamanca
2.600,113,3,2,Chamartín
1.500,1,1,1,Centro
1.903,1,1,1,Centro
2.438,1,2,1,Centro
860,50,1,1,Salamanca
1.600,50,1,1,Aravaca
2.200,60,1,1,Centro
1.750,,1,43,Centro
2.300,91,3,2,Usera
2.800,1,3,2,Latina
1.850,68,1,1,Lineal
1.200,40,1,1,Centro
3.000,,1,50,Centro
1.375,38,2,1,Centro
1.400,55,1,1,Chamartín
2.300,66,2,1,Pardo
900,,1,40,Chamberí
1.800,60,2,1,Chamberí
1.680,30,1,1,Centro
2.050,40,1,1,Centro
1.500,,1,31,Tetuán
2.000,50,3,1,Usera
2.300,83,3,2,Latina
1.899,80,3,1,Pardo
1.600,49,1,1,Centro
1.800,,1,1,Centro
2.400,82,1,1,Chamartín
950,,1,1,Centro
3.850,140,3,2,Chamartín
1.400,1,1,1,Tetuán
1.499,40,1,1,Centro
1.500,1,1,1,Chamberí
1.600,50,1,1,Retiro
900,,1,26,Salamanca
1.590,1,2,2,Tetuán
1.290,1,1,1,Tetuán
1.350,1,1,1,Tetuán
1.250,1,1,1,Tetuán
1.590,1,2,2,Tetuán
2.550,100,2,1,Chamberí
1.500,1,2,1,Arganzuela
3.100,114,3,2,Salamanca
1.500,,1,50,Centro
1.950,,1,40,Aravaca
3.000,100,2,1,Centro
1.600,,1,43,Tetuán
1.300,40,1,1,Salamanca
2.400,90,2,2,Centro
1.800,40,1,1,Retiro
2.100,,1,35,Centro
1.650,,1,30,Centro
1.680,1,2,1,Centro
1.750,54,2,1,Centro
1.853,50,1,1,Retiro
1.300,,1,20,Centro
1.568,,1,50,Retiro
1.250,55,1,1,Centro
1.500,65,1,1,Carabanchel
925,,1,32,Salamanca
1.190,35,1,1,Centro
2.600,100,2,2,Lineal
1.400,62,1,1,Centro
1.200,60,2,1,Latina
900,,1,30,Centro
1.350,,1,42,Centro
1.350,43,1,1,Centro
925,,1,50,Centro
1.400,,1,35,Centro
1.900,85,3,1,Centro
1.500,50,2,1,Arganzuela
3.400,115,3,1,Centro
1.350,,1,1,Centro
750,,1,30,Arganzuela
1.600,70,1,1,Centro
1.200,,1,40,Centro
3.500,69,3,2,Arganzuela
1.300,35,1,1,Centro
2.200,120,4,2,Arganzuela
2.065,1,2,2,Centro
750,38,3,1,Latina
1.200,,1,40,Chamberí
1.250,,1,40,Chamberí
1.050,71,2,1,Arganzuela
2.200,180,4,2,Tetuán
1.250,46,1,1,Retiro
1.700,1,3,1,Aravaca
1.600,80,1,1,Chamartín
1.050,32,1,1,Centro
950,30,1,1,Centro
880,70,1,1,Aravaca
1.370,,1,25,Centro
1.350,98,3,1,Latina
1.800,75,1,1,Chamberí
1.450,66,1,1,Arganzuela
1.370,40,1,1,Centro
1.320,42,1,1,Centro
1.300,35,2,1,Centro
2.350,55,2,1,Chamberí
1.300,,1,27,Salamanca
700,27,1,1,Centro
1.400,50,1,1,Salamanca
1.370,,1,25,Centro
1.300,60,2,1,Centro
1.300,75,3,2,Tetuán
1.200,38,1,1,Lineal
2.500,55,1,1,Tetuán
2.500,50,2,1,Centro
1.300,,1,33,Centro
1.200,,1,41,Centro
1.200,38,1,1,Centro
990,40,1,1,Chamartín
1.400,60,1,1,Centro
1.150,,1,32,Centro
1.740,1,2,1,Centro
1.300,35,2,1,Centro
1.850,1,3,2,Centro
3.300,75,2,2,Centro
750,50,1,1,Centro
2.614,70,2,2,Retiro
2.851,70,3,2,Retiro
2.851,70,2,2,Centro
2.376,70,2,2,Retiro
750,,1,30,Chamberí
2.800,80,2,2,Lineal
1.100,,1,71,Centro
1.250,,1,40,Centro
1.500,40,1,1,Centro
1.090,,1,45,Aravaca
775,,1,25,Chamartín
5.000,,1,30,Centro
1.570,1,2,1,Centro
1.450,50,1,1,Arganzuela
1.180,42,1,1,Centro
950,50,1,1,Retiro
750,,1,22,Centro
2.300,,1,55,Centro
1.950,58,2,2,Arganzuela
900,,1,55,Tetuán
1.400,55,1,1,Arganzuela
1.446,,1,30,Retiro
1.200,52,1,1,Centro
780,,1,33,Tetuán
2.285,1,3,2,Centro
1.600,120,3,2,Retiro
1.400,55,1,1,Chamartín
1.720,1,2,1,Centro
1.300,35,1,1,Centro
1.600,50,1,1,Centro
2.200,60,1,2,Salamanca
2.000,50,2,1,Arganzuela
1.200,,1,40,Salamanca
1.720,1,2,1,Centro
2.600,50,1,1,Centro
1.740,50,2,1,Centro
1.190,,1,35,Centro
700,,1,23,Centro
800,,1,25,Centro
525,,1,20,Centro
1.350,50,1,1,Arganzuela
750,,1,21,Arganzuela
1.260,52,1,1,Centro
2.200,100,3,2,Salamanca
1.290,35,1,1,Vallecas
1.300,55,1,1,Lineal
1.280,,1,1,Pardo
1.975,40,1,1,Arganzuela
850,27,1,1,Centro
1.150,30,1,1,Centro
1.200,40,1,1,Centro
1.400,50,1,1,Arganzuela
1.300,80,3,1,Chamberí
1.780,42,1,1,Retiro
950,,1,35,Arganzuela
800,40,1,1,Chamberí
1.750,,1,75,Centro
1.800,52,1,1,Centro
950,1,2,1,Usera
1.000,,1,37,Arganzuela
850,,1,42,Lineal
2.500,70,3,2,Centro
2.250,86,2,1,Centro
1.350,,1,1,Centro
1.350,50,2,1,Centro
1.350,35,1,1,Centro
1.500,55,2,1,Centro
1.850,96,2,2,Lineal
1.500,65,2,1,Centro
1.570,1,2,1,Centro
1.100,55,2,1,Latina
1.400,40,1,1,Centro
725,54,1,1,Salamanca
1.500,54,1,1,Retiro
1.100,,1,26,Centro
1.150,,1,35,Centro
2.900,,1,35,Centro
1.550,80,2,1,Aravaca
1.950,60,2,2,Centro
1.370,30,1,1,Centro
1.845,1,2,2,Centro
800,,1,35,Centro
715,,1,55,Latina
950,50,2,1,Arganzuela
1.100,1,1,1,Centro
1.050,,1,45,Chamberí
2.000,70,2,1,Salamanca
1.750,,1,78,Chamartín
1.300,65,3,1,Usera
2.900,70,2,1,Centro
1.740,1,2,2,Centro
1.740,1,2,1,Centro
930,,1,23,Centro
700,70,2,1,Moncloa - Aravaca
990,50,2,1,Carabanchel
3.500,127,2,3,Centro
1.600,80,2,1,Latina
2.500,95,3,2,Salamanca
1.400,40,1,2,Tetuán
6.900,250,4,5,Centro
1.200,30,1,1,Carabanchel
3.500,151,2,2,Aravaca
1.000,40,1,1,Chamberí
1.350,82,2,2,Blas
999,33,1,1,Capital
1.150,75,2,1,Centro
1.650,115,3,2,Lineal
2.600,105,4,2,Retiro
1.200,35,2,1,Centro
1.990,55,1,1,Tetuán
1.570,1,2,1,Centro
2.500,50,2,1,Centro
2.376,70,2,2,Retiro
2.800,80,2,2,Lineal
2.851,70,2,2,Centro
2.614,70,2,2,Retiro
2.851,70,3,2,Retiro
1.375,35,1,1,Centro
1.200,,1,41,Centro
700,,1,23,Centro
1.150,,1,35,Centro
1.720,1,2,1,Centro
1.400,44,1,1,Centro
750,,1,22,Centro
1.250,,1,40,Centro
1.450,55,1,1,Arganzuela
1.400,50,1,1,Arganzuela
990,,1,35,Salamanca
1.600,120,3,2,Retiro
1.750,54,2,1,Centro
1.350,,1,1,Centro
1.680,1,2,1,Centro
780,,1,33,Tetuán
1.740,1,2,2,Centro
1.740,1,2,1,Centro
1.100,,1,26,Centro
1.300,35,1,1,Centro
1.446,,1,30,Retiro
1.400,,1,35,Centro
1.500,54,1,1,Retiro
1.850,1,3,2,Centro
750,,1,30,Arganzuela
1.050,35,1,1,Centro
2.000,70,2,1,Salamanca
2.600,50,1,1,Centro
1.740,1,2,2,Centro
1.200,40,1,1,Chamberí
525,,1,20,Centro
1.200,,1,40,Salamanca
1.200,40,1,1,Centro
1.400,50,1,1,Arganzuela
2.200,100,3,2,Salamanca
1.000,38,1,1,Centro
1.790,50,2,1,Centro
1.450,31,1,1,Aravaca
850,40,1,1,Centro
1.000,32,1,1,Centro
5.300,130,2,2,Centro
3.267,40,1,1,Tetuán
1.790,,1,1,Arganzuela
1.350,48,1,1,Tetuán
2.700,1,4,1,Latina
2.000,1,1,1,Centro
1.500,60,1,1,Lineal
3.750,120,3,2,Salamanca
880,,1,47,Centro
1.853,50,1,1,Retiro
1.800,50,1,1,Centro
1.250,1,1,1,Centro
1.400,65,2,1,Latina
1.900,1,2,2,Hortaleza
1.955,1,3,2,Centro
1.200,,1,30,Centro
1.700,47,1,1,Centro
1.426,1,1,1,Villaverde
950,45,1,1,Centro
1.600,73,2,2,Tetuán
6.750,240,4,3,Salamanca
950,55,2,1,Moncloa - Aravaca
1.290,65,2,1,Salamanca
1.120,50,1,1,Ciudad Lineal
1.490,68,2,1,Aravaca
990,46,2,1,Tetuán
890,35,1,1,Usera
2.900,100,3,2,Centro
1.800,50,1,1,Centro
