Price,Square Meters,Rooms,Bathrooms,Zona
1.350,117,3,2,Hortaleza
1.135,57,3,1,Vallecas
1.300,85,2,1,Vallecas
2.700,76,3,2,Centro
1.200,61,2,1,Tetuán
3.600,85,2,2,Centro
9.850,279,4,4,Barrio de Salamanca
1.700,70,2,2,Tetuán
1.400,65,2,1,Chamberí
2.600,150,3,3,Barajas
3.000,120,3,2,Chamartín
1.350,,1,35,Barrio de Salamanca
1.350,,1,35,Barrio de Salamanca
4.700,200,4,4,Barrio de Salamanca
1.150,63,3,1,Usera
1.075,56,3,1,Blas
1.200,77,3,1,Vallecas
945,55,1,1,Vallecas
1.700,75,1,1,Centro
1.400,50,2,1,Latina
3.000,170,3,3,Chamberí
2.300,103,2,2,Arganzuela
1.500,63,2,1,Salamanca
9.700,316,4,5,Chamberí
1.055,56,3,1,Blas
1.135,96,3,1,Usera
1.650,100,3,2,Fuencarral - El Pardo
6.500,155,3,4,Barrio de Salamanca
2.700,64,2,1,Centro
2.675,60,1,1,Centro
5.900,180,3,3,Barrio de Salamanca
2.270,50,1,1,Centro
3.500,187,4,3,Moncloa - Aravaca
2.100,84,1,1,Retiro
1.500,40,1,1,Chamberí
3.500,245,4,3,Centro
1.400,65,1,1,Centro
1.120,67,3,1,Villaverde
1.250,67,2,1,Retiro
1.450,60,2,1,Arganzuela
3.440,150,3,2,Chamberí
4.280,137,4,4,Chamberí
2.590,55,1,1,Barrio de Salamanca
2.520,60,1,1,Barrio de Salamanca
2.950,155,4,2,Chamartín
2.400,50,1,1,Centro
3.450,160,3,2,Barrio de Salamanca
3.350,133,3,2,Chamberí
1.900,65,1,1,Centro
1.700,110,3,2,Fuencarral - El Pardo
1.650,108,3,2,Arganzuela
2.580,140,4,3,Retiro
2.300,154,2,2,Chamartín
1.500,58,2,1,Centro
1.500,60,1,1,Centro
2.500,90,1,1,Barrio de Salamanca
7.500,220,2,2,Barrio de Salamanca
4.120,165,4,2,Chamberí
3.950,113,3,3,Chamberí
3.000,110,1,1,Barrio de Salamanca
3.685,133,2,2,Barrio de Salamanca
3.795,98,3,2,Barrio de Salamanca
3.305,90,3,2,Chamberí
3.650,134,4,4,Chamberí
3.400,137,4,4,Chamberí
3.295,100,2,2,Barrio de Salamanca
3.025,80,2,2,Barrio de Salamanca
3.780,115,3,2,Moncloa - Aravaca
3.105,97,2,1,Chamberí
2.095,105,2,2,Barrio de Salamanca
920,55,2,1,Vallecas
4.150,145,4,3,Retiro
3.600,178,3,3,Ciudad Lineal
2.740,85,2,2,Retiro
2.695,83,2,2,Barrio de Salamanca
4.300,7,2,150,Salamanca
1.250,45,1,1,Centro
4.030,185,3,2,Chamberí
1.250,110,3,1,Villaverde
2.000,80,2,2,Barrio de Salamanca
3.830,140,2,2,Barrio de Salamanca
3.780,120,2,2,Barrio de Salamanca
1.275,75,2,1,Ciudad Lineal
11.500,328,3,4,Centro
3.400,110,2,3,Chamberí
5.500,150,2,1,Barrio de Salamanca
2.150,2,1,45,Tetuán
1.175,70,2,1,Moncloa - Aravaca
8.000,256,4,4,Centro
2.940,67,2,2,Retiro
4.600,160,2,2,Centro
3.190,105,2,2,Barrio de Salamanca
3.285,100,2,2,Centro
2.790,115,3,3,Centro
14.000,251,4,5,Chamartín
1.200,53,2,1,Arganzuela
1.400,74,3,1,Carabanchel
6.200,300,5,3,Tetuán
2.200,85,2,1,Barrio de Salamanca
,103,2,2,Centro
7.000,204,3,3,Barrio de Salamanca
3.685,94,1,2,Chamberí
4.565,129,2,2,Chamberí
5.600,129,2,2,Centro
2.750,90,2,2,Chamberí
10.000,140,3,2,Barrio de Salamanca
4.500,125,3,2,Chamberí
10.000,267,4,5,Barrio de Salamanca
4.000,130,2,2,Centro
10.000,180,3,4,Barrio de Salamanca
2.500,60,1,1,Barrio de Salamanca
8.000,346,2,2,Centro
7.500,202,4,3,Barrio de Salamanca
2.500,4,1,32,Barrio de Salamanca
3.300,90,2,2,Chamberí
980,60,1,1,Ciudad Lineal
2.300,163,3,2,Arganzuela
3.600,134,3,3,Centro
1.650,115,2,1,Retiro
2.150,145,2,2,Chamartín
2.600,123,2,1,Barrio de Salamanca
1.050,45,1,1,Retiro
2.950,152,2,2,Barrio de Salamanca
1.370,60,1,1,Ciudad Lineal
1.299,67,1,1,Chamartín
3.000,110,3,2,Retiro
1.150,55,1,1,Latina
1.100,120,1,1,Tetuán
19.000,277,4,5,Barrio de Salamanca
,85,3,2,Chamartín
1.750,113,3,2,Vicálvaro
3.500,89,3,2,Salamanca
2.475,147,4,2,Latina
2.750,107,2,3,Centro
1.950,65,1,2,Tetuán
800,48,1,1,Carabanchel
2.700,85,2,1,Centro
890,37,1,1,Chamberí
1.200,61,1,1,Arganzuela
875,60,2,1,San Blas
1.500,90,1,1,Chamartín
8.300,366,5,5,Chamberí
7.500,7,2,254,Centro
1.550,60,1,1,Salamanca
1.750,80,2,1,Centro
2.900,60,1,1,Barrio de Salamanca
4.900,3,2,126,Salamanca
7.260,,2,233,Salamanca
4.000,167,3,3,Salamanca
975,63,2,1,Vallecas
995,53,2,1,Vallecas
13.500,290,3,4,Chamberí
1.080,64,3,1,Blas
890,61,2,1,Villaverde
3.800,272,5,4,Pardo
1.950,40,1,1,Chamberí
4.000,128,2,2,Chamartín
1.380,101,2,2,Lineal
995,61,3,1,Villaverde
995,61,3,1,Villaverde
1.025,56,3,1,Blas
1.075,72,2,1,Vallecas
10.900,248,3,4,Centro
9.000,264,3,4,Retiro
3.000,71,2,2,Barrio de Salamanca
1.110,71,3,1,Carabanchel
4.500,2,2,130,Centro
1.150,65,3,1,Carabanchel
3.000,1,2,90,Chamberí
1.750,60,1,1,Centro
2.400,104,2,2,Tetuán
2.400,57,1,1,Carabanchel
3.600,105,2,2,Centro
2.500,90,2,2,Salamanca
1.210,103,3,1,Carabanchel
965,56,2,1,Carabanchel
2.200,106,3,3,Tetuán
2.550,55,1,1,Centro
3.030,120,4,1,Centro
1.700,70,2,1,Centro
2.450,120,2,1,Barrio de Salamanca
2.885,80,2,2,Centro
3.165,113,2,2,Chamberí
3.780,125,3,2,Chamartín
2.755,75,2,2,Chamartín
2.675,60,2,1,Chamberí
960,53,2,1,Usera
1.120,60,3,1,Carabanchel
1.100,72,3,1,Carabanchel
930,57,3,1,Villaverde
920,50,1,1,Villaverde
3.990,86,2,2,Barrio de Salamanca
1.400,61,2,1,Centro
940,51,2,1,Vallecas
2.800,85,2,2,Chamartín
5.900,150,3,3,Barrio de Salamanca
8.000,263,4,3,Salamanca
1.800,51,2,1,Chamberí
915,63,2,1,Villaverde
930,58,2,1,Vallecas
970,58,2,1,Usera
1.095,62,3,1,Vallecas
950,50,2,1,Usera
1.800,95,2,1,Barrio de Salamanca
1.600,38,1,1,Carabanchel
970,64,3,1,Villaverde
980,51,3,1,Villaverde
2.200,48,1,1,Centro
3.600,120,2,2,Chamberí
4.000,150,3,2,Barrio de Salamanca
1.800,52,1,1,Lineal
3.800,70,2,2,Barrio de Salamanca
1.990,111,3,2,Chamartín
2.600,100,2,1,Tetuán
3.585,100,3,2,Barrio de Salamanca
3.125,100,2,1,Chamberí
3.300,120,3,3,Tetuán
2.825,60,1,1,Chamberí
3.395,108,3,3,Centro
1.770,56,1,1,Barrio de Salamanca
4.195,128,4,3,Centro
1.205,62,3,1,Latina
1.060,58,3,1,Carabanchel
950,60,2,1,Vallecas
1.050,63,3,1,Carabanchel
2.960,68,2,1,Tetuán
1.650,42,1,1,Tetuán
2.400,4,2,100,Centro
1.160,75,3,1,Vallecas
900,58,2,1,Villaverde
1.800,70,3,1,Moncloa - Aravaca
2.200,57,1,1,Centro
3.800,124,2,2,Centro
3.500,150,4,2,Retiro
1.200,67,1,1,Chamberí
1.270,85,2,1,Tetuán
2.500,80,2,1,Barrio de Salamanca
3.000,165,4,2,Chamartín
2.650,95,2,2,Centro
980,60,3,1,Villaverde
900,1,1,35,Chamberí
3.290,81,2,2,Chamberí
2.945,96,3,2,Retiro
2.400,50,1,1,Barrio de Salamanca
3.050,171,3,2,Chamartín
3.605,81,2,2,Chamberí
3.000,116,3,2,Centro
4.000,156,4,3,Barrio de Salamanca
3.385,80,4,2,Retiro
2.400,156,4,3,Ciudad Lineal
1.850,98,3,1,Retiro
2.500,100,2,1,Centro
2.350,180,4,5,Centro
4.950,94,1,2,Chamberí
1.950,85,2,2,Retiro
2.150,50,1,1,Centro
2.080,50,1,1,Centro
8.000,314,4,3,Barrio de Salamanca
3.450,90,2,2,Centro
3.350,90,1,1,Barrio de Salamanca
4.455,120,2,2,Centro
1.500,50,1,1,Moncloa - Aravaca
1.975,180,2,2,Centro
1.500,77,2,2,Tetuán
3.700,200,4,3,Chamartín
5.300,200,3,3,Barrio de Salamanca
3.000,95,2,2,Chamberí
1.850,100,2,1,Tetuán
5.200,319,5,4,Chamartín
4.365,176,3,3,Chamberí
900,1,1,30,Chamberí
1.700,80,2,1,Barrio de Salamanca
850,25,1,1,Centro
1.500,65,2,1,Barrio de Salamanca
3.200,275,5,3,Barrio de Salamanca
2.900,67,2,1,Centro
3.800,148,3,3,Barrio de Salamanca
2.800,114,1,1,Salamanca
2.100,54,1,1,Chamberí
2.950,181,3,3,Retiro
1.550,46,2,1,Chamberí
3.550,180,3,2,Barrio de Salamanca
1.015,64,3,1,Carabanchel
1.400,75,2,2,Pardo
1.200,48,1,1,Centro
2.000,70,3,2,Retiro
1.650,90,3,2,Carabanchel
1.300,67,1,1,Tetuán
1.900,130,3,2,Chamberí
1.025,52,3,1,Blas
925,42,2,1,Usera
3.000,241,4,3,Barajas
2.600,150,3,2,Hortaleza
6.000,,3,225,Salamanca
2.100,3,1,65,Salamanca
17.000,,360,1,Salamanca
12.000,,2,288,Salamanca
1.400,84,2,2,Retiro
3.800,110,2,2,Carabanchel
2.400,57,1,1,Centro
2.200,65,2,1,Barrio de Salamanca
2.000,122,3,2,Arganzuela
2.400,90,2,1,Centro
925,50,2,1,Vallecas
1.020,65,3,1,Villaverde
1.100,75,3,1,Vicálvaro
3.600,210,3,3,Centro
6.500,247,3,3,Barrio de Salamanca
3.700,117,2,2,Chamberí
1.400,63,2,1,Pardo
1.450,60,1,1,Chamartín
2.900,101,2,1,Chamberí
1.060,65,3,1,Vallecas
1.090,65,3,1,Vallecas
2.850,75,1,1,Centro
2.775,80,1,1,Centro
3.425,90,2,2,Centro
970,50,2,1,Vallecas
3.900,242,5,3,Chamartín
1.650,45,1,1,Arganzuela
4.500,161,3,2,Chamartín
5.500,238,4,3,Retiro
13.500,250,3,4,Chamberí
1.010,60,3,1,Blas
1.000,62,3,1,Carabanchel
995,56,3,1,Villaverde
920,57,2,1,Vallecas
1.000,55,3,1,Carabanchel
3.700,140,3,2,Arganzuela
985,60,3,1,Villaverde
2.625,137,2,2,Chamberí
3.690,180,2,2,Chamberí
1.720,75,1,1,Chamberí
3.435,70,1,1,Chamberí
945,69,2,1,Vallecas
3.675,110,3,2,Barrio de Salamanca
2.655,78,2,2,Chamberí
2.700,60,1,1,Chamberí
3.835,120,2,3,Centro
3.880,101,2,2,Chamartín
2.995,123,3,2,Barrio de Salamanca
3.710,120,2,2,Centro
4.140,129,3,4,Chamberí
3.070,70,1,1,Barrio de Salamanca
4.150,150,3,2,Barrio de Salamanca
2.615,82,2,2,Barrio de Salamanca
2.775,70,2,1,Barrio de Salamanca
4.030,120,2,2,Barrio de Salamanca
2.855,137,4,4,Chamberí
4.195,145,3,3,Chamberí
3.370,123,3,2,Chamberí
4.255,140,3,2,Barrio de Salamanca
2.955,115,2,2,Chamberí
3.780,150,3,2,Barrio de Salamanca
2.265,120,3,2,Chamberí
3.780,138,3,2,Chamberí
2.700,90,2,2,Centro
1.090,70,3,1,Usera
985,55,3,1,Carabanchel
1.500,45,1,1,Tetuán
3.500,120,2,2,Chamberí
2.850,156,3,2,Centro
915,54,2,1,Vallecas
990,70,3,1,Carabanchel
830,35,1,1,Arganzuela
2.400,126,3,2,Arganzuela
3.100,154,3,2,Barrio de Salamanca
1.480,60,2,1,Centro
1.200,45,1,1,Centro
3.300,15,2,125,Aravaca
1.400,86,1,1,Centro
1.550,99,2,2,San Blas
1.500,60,2,2,Centro
2.720,55,1,1,Barrio de Salamanca
3.300,129,1,1,Chamartín
5.400,200,3,2,Retiro
2.590,50,1,1,Barrio de Salamanca
4.500,181,3,2,Centro
6.500,185,2,2,Centro
1.334,149,3,2,Vicálvaro
1.155,118,3,2,Vicálvaro
3.980,105,2,2,Barrio de Salamanca
2.600,100,2,2,Chamberí
4.400,120,2,2,Chamberí
3.630,94,1,1,Chamberí
8.000,1,3,243,Salamanca
1.700,35,1,2,Ciudad Lineal
1.500,35,1,1,Ciudad Lineal
1.500,35,1,1,Carabanchel
1.500,35,1,1,Carabanchel
1.500,35,1,1,Chamartín
1.500,35,1,1,Arganzuela
1.300,42,1,1,Centro
5.000,114,2,2,Barrio de Salamanca
3.600,90,2,3,Centro
3.800,90,2,2,Centro
2.950,70,2,2,Hortaleza
5.350,100,2,2,Barrio de Salamanca
5.000,125,3,2,Centro
12.000,200,4,5,Barrio de Salamanca
2.600,159,2,2,Centro
3.400,120,3,2,Chamberí
4.290,120,2,2,Centro
4.500,108,3,2,Barrio de Salamanca
2.100,117,2,1,Centro
2.600,98,3,1,Barrio de Salamanca
2.200,200,8,2,Chamartín
1.350,55,1,1,Centro
1.700,70,3,1,Retiro
1.900,45,2,1,Barrio de Salamanca
8.300,366,5,5,Chamberí
1.100,55,1,1,Retiro
4.800,120,2,2,Centro
3.420,110,2,2,Centro
2.995,80,2,1,Barrio de Salamanca
850,36,1,1,Tetuán
900,3,1,38,Chamberí
2.500,157,4,2,Pardo
1.800,90,2,2,Moncloa - Aravaca
2.000,56,2,2,Chamartín
1.750,113,3,2,Vicálvaro
1.150,36,1,1,Chamberí
3.000,165,4,3,Chamberí
1.400,69,3,1,Arganzuela
975,64,2,1,San Blas
1.200,67,2,1,Barrio de Salamanca
1.350,80,2,2,Arganzuela
2.100,76,2,1,Salamanca
1.300,149,1,2,Villaverde
1.200,52,1,1,Barrio de Salamanca
800,40,1,1,Usera
2.800,95,2,2,Salamanca
850,3,1,29,Centro
5.400,130,3,3,Centro
1.400,60,1,1,Chamberí
1.600,80,2,1,Arganzuela
3.200,181,4,3,Retiro
8.000,3,4,310,Chamberí
1.200,40,1,1,Centro
1.200,49,1,1,Centro
1.300,40,1,1,Centro
2.550,63,2,2,Barrio de Salamanca
4.500,122,2,2,Salamanca
3.500,254,3,3,Aravaca
2.500,99,2,2,Salamanca
2.100,88,3,2,Salamanca
1.800,78,1,1,Centro
2.200,115,3,2,Centro
4.600,182,2,2,Centro
3.500,109,2,2,Salamanca
1.400,80,2,2,Ciudad Lineal
1.850,2,2,90,Centro
1.850,108,4,2,Barrio de Salamanca
850,1,1,35,Tetuán
2.800,100,2,2,Chamartín
1.700,70,1,1,Centro
2.000,200,2,2,Tetuán
919,72,1,2,Villaverde
3.700,110,2,2,Chamberí
3.000,100,3,1,Chamberí
1.050,49,1,1,Arganzuela
4.500,183,3,3,Barrio de Salamanca
2.550,104,3,2,Centro
3.935,153,3,4,Chamberí
3.520,100,2,2,Barrio de Salamanca
8.000,263,4,4,Barrio de Salamanca
1.550,90,2,2,Centro
1.600,55,2,1,Chamberí
1.100,60,1,1,Tetuán
1.200,,1,35,Ciudad Lineal
3.400,150,4,3,Barrio de Salamanca
1.450,79,2,1,Ciudad Lineal
4.700,197,4,4,Barrio de Salamanca
2.345,90,2,2,Chamberí
3.895,150,4,2,Chamberí
2.635,55,1,1,Barrio de Salamanca
2.970,100,2,2,Chamberí
4.200,165,3,2,Barrio de Salamanca
3.295,95,2,2,Chamberí
2.615,63,1,1,Barrio de Salamanca
3.485,90,3,2,Chamberí
2.850,75,1,1,Barrio de Salamanca
2.635,60,1,1,Chamberí
3.930,147,3,3,Tetuán
3.450,110,2,2,Barrio de Salamanca
3.215,110,3,2,Chamberí
3.045,125,3,2,Barrio de Salamanca
2.995,100,2,2,Centro
2.875,104,2,2,Tetuán
2.900,175,3,3,Centro
4.155,75,2,2,Centro
4.000,158,4,2,Barrio de Salamanca
3.350,170,4,3,Retiro
1.600,53,1,1,Chamartín
5.000,145,2,2,Chamartín
3.000,125,3,2,Centro
885,52,2,1,Villaverde
1.150,40,1,1,Retiro
2.590,115,3,2,Centro
1.295,50,1,1,Centro
2.190,121,3,2,Retiro
1.200,40,1,1,Chamberí
3.700,75,2,2,Centro
4.370,153,3,3,Centro
3.530,140,2,2,Centro
3.030,84,1,1,Centro
3.990,140,2,2,Centro
3.800,140,2,2,Centro
3.030,77,1,1,Centro
2.800,84,1,1,Centro
1.800,68,2,1,Barrio de Salamanca
3.300,117,4,3,Chamartín
4.000,139,2,2,Barrio de Salamanca
1.500,60,2,1,Moncloa - Aravaca
3.925,155,3,2,Barrio de Salamanca
2.600,109,2,2,Chamartín
950,45,1,1,Centro
4.440,160,3,2,Barrio de Salamanca
1.200,32,1,1,Barrio de Salamanca
1.750,65,2,1,Chamberí
2.250,65,2,1,Centro
1.490,50,1,1,Hortaleza
1.500,100,3,1,Fuencarral - El Pardo
2.950,70,2,1,Chamartín
4.000,183,4,3,Centro
2.995,140,4,2,Chamberí
4.110,140,3,2,Barrio de Salamanca
3.655,130,2,2,Chamberí
2.735,110,2,2,Centro
3.100,150,3,3,Centro
5.480,120,3,2,Barrio de Salamanca
4.160,140,3,3,Retiro
3.180,91,2,2,Chamberí
2.300,65,2,2,Barrio de Salamanca
4.025,160,3,2,Barrio de Salamanca
3.365,126,2,2,Chamberí
1.450,70,1,1,Chamberí
1.990,60,2,1,Centro
4.620,126,2,2,Chamberí
1.300,,1,49,Centro
1.750,62,2,2,Centro
3.200,90,2,2,Barrio de Salamanca
2.300,87,3,1,Centro
3.500,60,2,2,Centro
2.000,75,2,2,Tetuán
2.000,70,2,2,Tetuán
7.150,120,2,2,Centro
4.000,134,3,3,Chamartín
3.000,125,2,1,Centro
1.400,70,2,1,Centro
3.300,100,4,2,Barrio de Salamanca
1.450,74,2,1,Chamartín
2.200,168,4,3,Hortaleza
3.500,80,2,1,Centro
1.900,60,2,1,Centro
2.850,83,3,2,Chamartín
1.200,75,3,1,Tetuán
2.200,60,1,1,Centro
1.350,68,2,2,Chamberí
1.250,39,1,1,Moncloa - Aravaca
5.300,178,2,3,Chamberí
1.500,55,2,1,Centro
1.250,55,1,1,Centro
1.900,80,2,2,Barrio de Salamanca
1.200,75,3,1,Retiro
3.900,90,2,2,Centro
3.450,85,2,2,Centro
3.450,95,2,2,Centro
3.450,90,2,2,Centro
1.000,91,2,1,Pardo
1.550,110,3,1,Hortaleza
2.045,93,2,1,Centro
1.350,86,3,1,Tetuán
800,28,1,1,Chamberí
1.900,64,2,1,Barrio de Salamanca
975,61,2,1,Fuencarral - El Pardo
1.450,71,3,2,Usera
1.300,103,3,2,Latina
849,36,1,1,Centro
1.300,76,2,1,Retiro
825,1,1,53,San Blas
995,121,2,1,Puente de Vallecas
1.400,94,2,1,Retiro
2.200,113,4,2,Retiro
1.200,51,1,1,Chamartín
895,,1,52,Ciudad Lineal
1.400,55,1,1,Barrio de Salamanca
1.600,20,1,1,Centro
980,53,1,1,Tetuán
475,80,1,1,Latina
500,80,1,1,Latina
3.300,190,2,2,Retiro
950,55,1,1,Hortaleza
2.650,182,4,3,Lineal
7.500,287,3,4,Chamberí
1.700,48,1,1,Chamartín
5.500,1,3,210,Salamanca
890,2,1,42,Chamartín
1.825,25,1,1,Centro
6.000,15,4,300,Retiro
1.200,32,1,1,Centro
1.000,65,1,1,Latina
1.631,105,3,2,Hortaleza
980,53,1,1,Tetuán
1.700,70,1,1,Barrio de Salamanca
1.550,75,2,1,Latina
1.550,75,2,1,Latina
1.600,,53,1,Puente de Vallecas
950,35,1,1,Hortaleza
2.500,100,2,1,Salamanca
890,35,1,1,Arganzuela
4.800,154,2,2,Centro
3.750,86,2,2,Salamanca
4.000,157,3,3,Salamanca
900,4,1,36,Centro
1.010,53,2,1,Vallecas
1.980,92,2,2,Arganzuela
6.000,15,3,236,Chamartín
4.100,3,4,158,Retiro
2.500,145,2,2,Chamberí
2.200,99,2,2,Chamberí
2.950,120,3,2,Barrio de Salamanca
21.000,2,4,275,Salamanca
900,36,1,1,Carabanchel
1.080,74,3,1,Villaverde
1.600,90,2,1,Arganzuela
3.160,70,2,2,Centro
1.050,72,2,1,Puente de Vallecas
2.900,127,2,2,Chamberí
790,30,1,1,Retiro
880,40,1,1,Villa de Vallecas
2.920,78,2,1,Chamberí
3.600,142,2,2,Chamberí
3.045,81,2,2,Tetuán
3.190,80,3,2,Retiro
3.735,127,3,2,Chamberí
2.700,60,1,1,Chamberí
2.160,46,1,1,Centro
2.605,60,1,2,Chamberí
3.390,140,1,2,Barrio de Salamanca
5.000,170,3,4,Chamberí
1.150,53,1,1,Carabanchel
1.800,88,2,2,Chamartín
3.340,130,3,2,Chamberí
950,72,2,1,Carabanchel
2.500,110,3,2,Chamartín
2.250,180,3,1,Tetuán
1.700,51,2,1,Retiro
1.000,52,2,1,Hortaleza
1.300,113,3,2,Vicálvaro
2.400,90,2,2,Retiro
3.050,75,2,2,Barrio de Salamanca
850,31,1,1,Carabanchel
2.400,80,2,1,Salamanca
1.500,81,3,1,Ciudad Lineal
2.500,118,3,2,Barrio de Salamanca
3.620,98,2,2,Barrio de Salamanca
2.300,67,2,1,Retiro
3.220,119,2,2,Barrio de Salamanca
2.755,100,2,2,Barrio de Salamanca
3.750,134,3,4,Chamberí
2.025,,1,76,Chamberí
2.435,56,1,1,Chamberí
2.995,67,2,1,Chamberí
2.890,140,3,2,Chamberí
1.890,68,1,1,Barrio de Salamanca
3.030,120,2,2,Centro
3.255,87,2,1,Retiro
2.830,80,1,1,Centro
4.065,116,3,2,Chamberí
1.805,115,2,2,Tetuán
2.695,90,2,2,Barrio de Salamanca
1.350,79,2,2,Moncloa - Aravaca
3.200,140,3,2,Chamberí
3.790,118,4,3,Retiro
1.800,118,3,2,Puente de Vallecas
1.100,45,2,1,Centro
3.500,130,4,2,Moncloa - Aravaca
3.100,2,2,98,Centro
3.000,70,2,1,Chamartín
2.790,96,1,1,Centro
1.700,3,1,100,Chamartín
4.500,238,4,3,Barrio de Salamanca
10.000,310,4,5,Barrio de Salamanca
1.800,50,1,1,Centro
2.200,1,1,120,Chamberí
1.750,60,1,1,Retiro
3.800,,139,8,Aravaca
2.300,95,2,2,Centro
2.600,306,3,3,Moncloa - Aravaca
7.500,5,4,308,Salamanca
4.000,3,3,187,Salamanca
3.200,181,4,3,Retiro
1.775,,20,1,Centro
1.950,110,2,2,Tetuán
4.035,100,3,2,Chamberí
3.350,115,3,2,Barrio de Salamanca
3.920,185,2,2,Moncloa - Aravaca
2.100,110,2,2,Tetuán
3.975,178,3,3,Chamberí
4.125,140,3,3,Chamberí
2.885,110,2,2,Tetuán
2.945,170,3,2,Chamartín
3.730,135,4,2,Chamberí
1.200,,1,75,Usera
3.290,100,3,1,Barrio de Salamanca
3.650,140,3,2,Chamberí
3.200,15,2,98,Salamanca
1.350,65,2,1,Arganzuela
8.300,366,5,4,Chamberí
1.500,35,1,1,Carabanchel
6.500,2,3,202,Salamanca
12.000,337,5,5,Retiro
2.180,80,2,1,Centro
7.000,145,3,4,Barrio de Salamanca
6.000,160,3,2,Centro
1.150,50,1,1,Tetuán
1.400,50,1,1,Chamartín
1.450,80,3,1,Arganzuela
1.000,35,1,1,Centro
1.100,70,1,1,Centro
3.000,70,1,1,Centro
3.800,220,2,3,Centro
2.600,60,1,1,Centro
2.600,60,1,1,Centro
2.850,85,1,1,Centro
2.675,82,1,1,Centro
2.200,64,1,1,Retiro
950,41,1,1,Chamartín
2.350,60,1,1,Centro
2.800,230,4,3,Chamberí
1.300,70,1,1,Barrio de Salamanca
1.100,75,1,1,Chamberí
1.200,78,2,1,Chamartín
1.300,36,2,1,Retiro
2.550,170,5,3,Pardo
8.300,366,5,4,Chamberí
1.900,86,3,1,Chamartín
2.000,57,1,1,Centro
950,58,1,1,Moncloa - Aravaca
2.950,225,4,3,Hortaleza
1.700,15,10,6,Centro
2.850,240,6,5,Moncloa - Aravaca
1.850,72,2,1,Chamberí
1.200,2,1,54,Barrio de Salamanca
1.950,45,1,1,Centro
5.500,230,4,4,Chamartín
2.200,111,3,1,Retiro
2.500,170,2,2,Tetuán
3.700,270,4,3,Retiro
1.050,6,1,30,Salamanca
1.400,81,2,1,Arganzuela
1.350,74,1,1,Barajas
1.075,50,1,1,Carabanchel
975,48,2,1,Blas
3.300,130,3,2,Centro
4.250,120,2,2,Centro
8.200,3,2,170,Salamanca
790,25,1,1,Arganzuela
2.250,100,2,1,Barrio de Salamanca
3.100,7,2,110,Chamartín
980,2,1,24,Chamartín
980,57,2,1,Usera
1.600,90,2,1,Arganzuela
1.600,56,2,1,Tetuán
1.200,24,1,1,Tetuán
1.260,24,1,1,Tetuán
2.000,64,1,1,Hortaleza
3.200,160,3,3,Aravaca
3.880,108,2,3,Centro
3.580,150,2,2,Chamberí
2.540,53,1,1,Centro
1.200,71,1,1,Arganzuela
1.400,55,1,1,Centro
3.500,141,3,3,Tetuán
1.200,15,10,6,Centro
3.600,247,4,3,Blas
2.150,50,1,1,Centro
8.000,191,3,4,Salamanca
1.800,85,2,1,Centro
2.890,75,2,2,Chamberí
6.240,129,3,3,Chamberí
4.130,128,4,3,Centro
2.050,53,1,1,Chamberí
4.000,108,2,3,Centro
2.900,85,2,2,Chamberí
2.190,60,1,1,Chamberí
3.300,100,2,2,Chamberí
2.860,95,2,1,Tetuán
3.030,140,2,2,Chamberí
4.590,128,4,3,Centro
4.130,134,4,4,Chamberí
1.975,62,1,1,Centro
4.170,130,3,2,Centro
3.700,152,4,3,Tetuán
1.650,83,2,1,Chamartín
2.400,110,2,2,Retiro
6.500,117,4,2,Barrio de Salamanca
2.150,,1,45,Tetuán
2.530,65,1,1,Tetuán
3.100,80,2,2,Tetuán
850,55,1,1,Barajas
2.785,65,2,1,Centro
1.900,85,2,1,Tetuán
3.500,141,3,3,Tetuán
1.200,15,10,6,Centro
3.600,247,4,3,Blas
2.150,50,1,1,Centro
8.000,191,3,4,Salamanca
1.800,85,2,1,Centro
2.890,75,2,2,Chamberí
6.240,129,3,3,Chamberí
4.130,128,4,3,Centro
2.050,53,1,1,Chamberí
4.000,108,2,3,Centro
2.900,85,2,2,Chamberí
2.190,60,1,1,Chamberí
3.300,100,2,2,Chamberí
2.860,95,2,1,Tetuán
3.030,140,2,2,Chamberí
4.590,128,4,3,Centro
4.130,134,4,4,Chamberí
1.975,62,1,1,Centro
4.170,130,3,2,Centro
3.700,152,4,3,Tetuán
1.650,83,2,1,Chamartín
2.400,110,2,2,Retiro
6.500,117,4,2,Barrio de Salamanca
2.150,,1,45,Tetuán
2.530,65,1,1,Tetuán
3.100,80,2,2,Tetuán
850,55,1,1,Barajas
2.785,65,2,1,Centro
1.900,85,2,1,Tetuán
4.200,223,4,2,Chamberí
13.000,432,5,5,Retiro
1.300,60,2,1,Puente de Vallecas
3.500,100,2,2,Centro
1.400,67,1,1,Retiro
2.300,75,2,1,Barrio de Salamanca
2.100,117,2,1,Centro
4.500,80,2,2,Barrio de Salamanca
8.500,226,2,3,Salamanca
3.700,105,3,2,Chamartín
980,50,1,1,Chamartín
1.700,80,2,1,Centro
4.000,197,4,3,Chamberí
1.650,75,3,1,Moncloa - Aravaca
1.700,80,1,1,Moncloa - Aravaca
2.160,100,2,2,Retiro
1.400,60,1,1,Chamartín
3.600,167,5,5,Chamberí
2.200,105,2,2,Chamberí
3.100,162,4,2,Retiro
1.395,40,1,1,Centro
3.070,95,2,2,Centro
3.200,100,2,2,Centro
3.200,90,2,2,Centro
3.600,141,2,3,Centro
